	B cell	Dendritic	Endothelial	Fibroblast	Macrophage	Mast	T cell	myocyte	other	tumor
FRG2	0.037615955	0.04557233	0.030436944	0.023763424	0.0	0.030661996	0.038451906	0.101429515	0.029939607	0.02405671
DECR1	0.77575725	0.9178728	2.1601763	1.4584175	3.071779	1.3842006	0.8068476	2.8830378	1.463453	3.2699633
SALL1	0.0	0.0	0.0	0.02515147	0.0	0.0	0.0009269325	0.0	0.0	0.008312652
GGT3P	0.0	0.0	0.0	0.0044953264	0.0	0.054351334	0.054917112	0.0	0.028732685	0.055031348
CADM4	0.04843843	0.0	0.018563267	0.013420154	0.0	0.0	0.0	0.0	0.13666116	0.16415761
RPS18	7.2232165	6.6976986	7.4241714	6.928629	7.301154	5.8663583	5.5061502	7.560657	6.974208	8.162698
SLC10A7	0.54300326	0.11153603	0.58618903	0.1890387	0.3669095	0.39819536	0.16571435	0.48087528	0.22240785	0.43459436
OR2K2	0.0	0.0	0.016779164	0.006549856	0.0	0.0	0.0	0.0	0.010109408	0.0032675224
BRIX1	0.5163676	0.0636355	1.725385	0.88815033	0.4566511	0.8424698	0.44423077	1.5938611	1.5300262	4.1897707
LMAN1	3.2517505	0.0	1.9263191	1.4342617	0.61045426	0.7504213	0.60698974	1.7174541	1.3944335	2.526173
CHD8	0.43162516	0.44684482	0.88296306	0.5639709	0.46972197	0.28583816	0.43804073	0.074774005	0.48456395	1.0660259
SUMO1	1.3962128	3.0241787	3.650288	2.3963819	3.6455064	2.1922767	2.0731897	2.5030177	2.78748	5.332439
MIR941-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009116799
GP1BA	0.016943172	0.0	0.004402727	0.040710554	0.0	0.0	0.03861325	0.0	0.12639277	0.027403684
BSN-AS2	0.36682045	0.5453666	0.49387786	0.45647058	0.3532691	0.57283914	0.8654704	0.487691	0.74308175	0.33760557
BOLA3-AS1	0.40025175	1.0396091	0.5892696	0.58157164	0.50528973	0.9332627	0.8897927	0.57849467	0.7534237	0.46342945
UQCR11	2.7607925	3.2605612	3.5806758	2.5088212	4.1024227	2.676786	2.0669076	4.3544545	3.0916238	4.1070857
DDB1	1.2393732	0.31585076	1.9733204	1.4477706	2.3094263	2.0610247	0.9181527	2.4600036	1.4568632	3.4447665
MYO9B	0.5134226	1.0728818	0.38668507	0.50196946	1.1760185	0.5452992	0.4964636	0.2861505	0.35201767	0.46851826
MMP7	0.025765961	0.0	0.030981587	0.14463171	0.27221915	0.033837833	0.00672606	0.0	0.7979592	0.38731688
CRNKL1	0.7078073	0.0	0.5590963	0.40971178	0.6568399	0.16826993	0.4408241	1.1117821	0.5203133	1.2502364
XAB2	0.36091852	0.50514233	0.9148811	0.5861815	0.90247643	0.5710116	0.46225843	0.56306106	0.589142	1.0717282
RTN1	0.0	0.0	0.02207707	0.014248138	0.8420199	0.0	0.0	0.0	0.0	0.023847653
KLHL14	0.10172874	0.0	0.06868033	0.0	0.0	0.0	0.009228338	0.0	0.0072848517	0.0042236857
ADAM21P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0013371565	0.0	0.0	0.0062547703
TBX10	0.0	0.0	0.0	0.0011317601	0.0	0.0	0.0	0.0	0.0	0.0021945452
ZBTB12	0.044193264	0.0	0.021287281	0.009908115	0.0	0.0	0.026737364	0.0	0.04207438	0.028310804
UTY	0.38788784	0.21772653	0.3917285	0.32410544	0.29031795	0.24709402	0.443496	0.22693788	0.45606446	0.2626778
CENPQ	0.08997997	0.0	0.08422683	0.13781735	0.1541745	0.0	0.07942932	0.0	0.14948931	0.52734673
DTNBP1	0.3421423	0.5301134	0.89371103	0.366797	1.6223085	1.3469633	0.40104663	0.0	0.30476326	0.47350484
KBTBD8	0.5681419	0.20133024	0.022963062	0.085631415	1.3222078	0.1267807	0.2821609	0.2429157	0.074883774	0.07039898
ZEB1	0.47341388	2.1648116	2.3190644	1.3491849	0.7228054	0.12305826	0.75492585	0.82526004	0.16350417	0.6699021
ZG16	0.2853946	0.100141786	0.17673226	0.16355042	0.04782455	0.22578953	0.34720665	0.0	0.31648442	0.09492135
PRKAG2-AS1	0.21129	0.33028382	0.0160537	0.044467248	1.4022479	0.0	0.08284755	0.0	0.19598643	0.14357132
FAT4	0.011988186	0.0	0.65105116	0.47585884	0.10525025	0.0	0.00014374661	0.1612429	0.026245033	0.015473117
LOC100216546	0.8169188	0.07742562	0.25281832	0.25298497	0.45229083	0.2824804	0.4221418	0.12040277	0.45183095	0.16023472
MIER1	1.1258177	1.0879133	2.3773777	2.262443	2.4917088	2.1901453	2.1587753	1.3411834	1.7387601	2.2330692
CHD9	0.9912382	0.8688445	1.7908264	1.2597541	1.0445676	0.736101	0.39104494	1.4678746	1.230179	1.9528385
STK16	0.3726418	0.0	0.1659088	0.19338714	0.26239058	0.12764043	0.13131139	0.22556674	0.13981	0.44284892
TOB2	0.8487532	1.1631052	1.3471683	1.8294971	1.7740107	1.5388088	1.4451376	1.912821	1.1911793	1.6440141
INIP	0.9499672	0.89989215	1.4452848	1.0671151	1.9302062	1.2704322	1.7812145	0.97654057	1.8013542	1.8594561
BANK1	0.3941754	0.036503524	0.029520296	0.00042170213	0.75019807	0.0	0.07371647	0.0	0.054590013	0.09850024
OR2V2	0.0	0.0	0.035941377	0.0020030774	0.0	0.0	0.0	0.0	0.0	0.00094062666
SFTA2	0.0	0.0	0.021558318	0.0	0.0	0.0	0.0	0.0	0.0	0.009115895
GRM2	0.0	0.0	0.1201678	0.010680603	0.0	0.0	0.018377462	0.0	0.0022795242	0.016812868
PROSC	0.4499021	0.76511025	1.2157817	0.8231155	1.3329793	0.84101063	0.48172396	1.7163429	1.0830283	2.1893175
SPIN2B	0.16024183	0.055753186	0.69451636	0.27328598	0.29658225	0.1883679	0.15364742	0.33794037	0.16288406	0.5072862
PIR	0.06491096	0.0	0.79035234	0.18206003	0.0	0.0	0.0022360005	0.0	0.37822446	2.111819
IPO9	0.8433643	0.9351458	1.2849631	1.4158183	1.0659403	0.5740973	1.0629373	1.2295265	1.3287933	2.2866392
FLJ26850	0.0	0.31684452	0.02481052	0.0010436423	0.0	0.0	0.010332251	0.0	0.0	0.0065505714
EVC	0.005616587	0.025779828	0.06603921	0.3428573	0.09444267	0.0166103	0.037572287	0.021340186	0.09361288	0.3365784
CXCL13	0.0	0.0	0.0	0.12989375	0.0	0.0	1.091303	0.0	0.18516023	0.12393913
KIAA1199	0.01031515	0.01677515	0.09531471	0.09582043	0.0	0.01431685	0.008795602	0.0	0.1747641	0.15513533
EHHADH-AS1	0.022122402	0.0	0.07033117	0.057182375	0.0	0.024411706	0.046509724	0.0	0.02573799	0.0164673
SORL1	0.0	0.0	0.0019004456	0.18920551	1.1278903	0.2319181	0.9194089	0.010465775	0.71649146	1.5333921
NAT10	0.26001573	0.6516527	0.68685985	0.4730438	0.3547747	0.098178186	0.2901669	0.8863437	0.6697933	1.9098983
CHD1	1.2252533	1.6083148	1.8999033	1.707852	2.5666387	1.4860777	2.172698	1.6290822	1.278948	1.3352629
SYN3	0.0	0.0	0.019421423	0.007181393	0.0	0.0	0.0	0.0	0.04412759	0.03821006
SLC22A2	0.0	0.0	0.0	0.015021394	0.0	0.0	0.0	0.0	0.0	0.0019919046
SERPINF1	0.20616017	2.1100843	0.19571896	4.5013447	3.3607326	0.49108732	0.035155997	6.7524157	1.2184954	0.96643853
WDR34	0.08660195	0.0	0.8402928	0.7333032	0.530504	0.4088791	0.14862029	0.9438983	1.1867374	2.6180575
POTED	0.0	0.0	0.0	0.0022860328	0.0	0.0	0.0012510332	0.0	0.021443462	0.00993936
EPT1	0.27626014	0.035147887	0.24520907	0.24110118	0.53811055	0.12833543	0.34304118	0.59366953	0.66634816	1.7220033
LHB	0.0	0.22312978	0.03260883	0.0035650246	0.0	0.0	0.007954164	0.0	0.019596927	0.10216934
TAOK3	0.28160104	2.6268125	0.93992054	0.7720841	1.6363639	2.6543074	0.9899631	0.5385695	0.80163103	1.3054141
STK25	0.16806357	1.1757772	1.3987598	0.76482505	0.8891256	0.34404022	0.35552734	2.2201545	0.74747515	2.0676053
CDC25B	0.29292804	0.0	1.1175169	0.5676485	0.6520409	0.21483049	0.4255743	0.49330327	0.43712467	1.5083116
BMP3	0.046652693	0.052691586	0.06757725	0.066095605	0.06807847	0.06197019	0.18937947	0.10956963	0.3412437	0.07588289
TMEM180	0.08097246	0.41750324	0.60867774	0.26208332	1.0815159	0.31029215	0.44146115	0.0	0.5500595	0.52945274
MAP1LC3C	1.884576	1.9086239	1.8012203	1.7694986	1.5757649	1.8100476	2.666522	1.2227226	2.0653698	1.2044934
MIR564	0.0	0.0	0.0	0.021229392	0.0	0.0	0.0	0.0	0.0379511	0.022652866
POU3F1	0.06562544	0.0	0.0	0.034724206	0.0	0.0643013	0.07560691	0.0	0.20530452	0.24221458
HIGD1B	0.0	0.15119618	0.10927066	0.5359833	0.0	0.052709803	0.082076706	0.0	0.01921691	0.074587315
USP6NL	0.2520085	0.0	0.43988726	0.101730034	0.3363439	0.05649685	0.008449893	0.0	0.22652712	0.5101922
LINC00460	0.0	0.0	0.03618359	0.0066249887	0.0	0.0	0.0	0.0	0.03969068	0.0798275
ABCD4	0.46947992	0.6723207	3.1210485	0.6884737	0.84423	0.6926085	0.67384785	0.38195252	0.96660155	1.4211403
C11orf93	0.43012324	0.0	0.0	0.15111233	0.0	0.0	0.008931413	0.0	0.08645327	0.33697733
TEK	0.0	0.0	2.8904371	0.012944218	0.0	0.0	0.00295466	0.0	0.04686321	0.038075887
SLC25A46	1.2441063	0.94720536	1.0993234	0.7236492	0.7359575	0.6038361	0.4277514	1.4414428	0.65322965	1.3185118
LARP7	0.52172184	1.48518	1.6113354	1.1318228	1.3076304	0.56988144	0.7967971	0.9496256	1.4484401	2.5142105
CD160	0.0	0.0	0.016146865	0.028448913	0.0	0.0	0.056912024	0.0	0.00454903	0.009317056
MT1JP	0.0	0.0	0.08230846	0.49487665	0.0	0.0	0.019632379	0.13694566	0.10696719	0.11104063
PHF20	0.30062318	1.0364158	0.9805086	0.8936899	2.1330829	1.9936208	0.921638	0.5897031	0.86631256	1.299181
CPNE4	0.0	0.23788951	0.0	0.0	0.0	0.0	0.0	0.0	0.02127053	0.087912
HNF1A-AS1	1.0418483	1.4188243	1.2406895	1.1587486	0.8727179	1.4126545	1.8996644	1.695459	1.646028	0.8919935
GTPBP1	1.7787248	2.147686	0.9632596	0.808758	1.8683034	0.6613448	0.9709705	1.4356775	0.7210734	1.1483321
RAB33B	1.0932324	0.89201814	0.93535274	1.0468416	0.8025498	0.7241629	1.1998658	0.5698858	1.0667862	1.1780704
GLUD1P7	0.98959076	1.0378494	1.0472414	0.97167784	1.2555351	0.98473513	1.5597224	0.54988045	1.3100859	0.83606994
ALDOC	0.6753132	1.0177034	0.23983559	0.37056112	1.1635696	0.29026735	0.42688587	0.28552312	0.3100244	1.7611331
ZNF212	0.08847732	0.5780966	0.22026613	0.17780733	0.080370106	0.08468923	0.23292062	0.0	0.20738512	0.76685077
NUDT1	0.14637604	0.9561889	0.21886435	0.37664324	0.7461258	0.69021183	0.256808	0.28020263	0.72614264	2.5957918
FAM170B-AS1	0.0	0.0	0.02384729	0.0054938723	0.0	0.0	0.0011827165	0.0	0.0	0.0005523195
RFPL2	0.0	0.0	0.0	0.007816615	0.0	0.0	0.005139144	0.0	0.0032878057	0.0113381315
ZNF83	0.017764883	0.39802697	1.3593224	0.86676526	0.057134073	0.39488167	0.3780544	0.550224	0.55231154	0.5079329
IPW	0.12573798	0.0	0.19684207	0.18458045	0.0	0.019192807	0.059135422	0.07985939	0.14216615	0.05598016
MIR630	0.070338815	0.0	0.07562551	0.013210595	0.0	0.07369454	0.019495517	0.0	0.0155616375	0.011514713
GDPD5	0.06221518	0.0	0.32067406	0.06776663	0.3517148	0.0794088	0.1863413	0.26184583	0.07447259	0.05653518
PDCD4	2.0773947	1.6080703	3.5713043	1.3624699	2.0752752	2.7805703	3.948887	0.47884098	2.8955371	3.5561862
CEP350	0.51201564	2.7902133	0.5508494	0.46791682	1.0197972	0.25946048	0.42340222	0.5296588	0.32295704	0.67739576
OR10A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00440294	0.003579236
CST7	0.0	4.451522	0.0	0.009254704	1.967463	1.1824796	2.7164755	0.0	0.0048263962	0.0074348743
SELL	0.2189449	0.29270753	1.0242985	0.034250163	2.1568537	0.0	2.3123438	0.0	0.039519973	0.15871452
CIAO1	1.7290968	2.1821377	2.2875135	1.8662263	1.7515483	1.7598886	1.905901	2.6184022	2.263596	2.6712258
RNF223	0.0	0.0	0.0	0.0012096049	0.0	0.0	0.0	0.0	0.026830822	0.031433504
LTBP4	0.38666964	0.3547259	1.1366454	2.2707095	0.6402815	0.23798634	0.2695984	0.04780264	1.0495116	1.7953753
DCAF4L1	0.06789871	0.0	0.02621257	0.06266877	0.0	0.0	0.08070256	0.5188731	0.015332312	0.18811908
SIRT6	0.0	0.3553599	0.57050264	0.27970788	0.7015194	0.4845246	0.23846404	0.43641987	0.306389	0.8334848
CCL19	0.043695558	4.072394	0.034128632	0.6689797	0.2626461	0.0	0.0025064698	0.0	0.065270305	0.027407665
PPIL1	0.24360117	0.0	0.38298213	0.26131555	0.4330243	0.09085539	0.13220192	0.26301533	0.44000626	1.6650664
GBP7	0.0	0.30905613	0.10725229	0.07852323	0.1668484	0.02138491	0.12990223	0.15896896	0.033433493	0.07579647
STK17A	0.2584576	0.19822046	0.63158596	0.2663039	0.44901395	0.16647232	0.9503154	0.6600179	0.6594059	1.1248654
OR9G1	0.0	0.0	0.0	0.0040715453	0.0	0.0	0.010828596	0.0	0.0	0.0029137954
ABR	0.006707546	1.4536431	0.8902203	1.0647186	1.932766	0.31620064	0.3736636	0.20190711	0.3899504	0.8598639
PCDHA13	0.0	0.0	0.0	0.009151673	0.0	0.0	0.0	0.0	0.0037745337	0.007830626
FOXE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0005400048	0.0	0.19159247	1.1607884
SIAH3	0.0	0.0	0.02958283	0.011001435	0.02486202	0.024955777	0.027662128	0.0	0.067951895	0.033389345
RIMBP3B	0.05042174	0.0	0.0	0.010801223	0.03563188	0.0	0.0012657396	0.0	0.011623411	0.034436513
GML	0.0	0.0	0.020275204	0.0045286613	0.0	0.0	0.019310202	0.0	0.0	0.0
CNGA3	0.0	0.0	0.0	0.0048072548	0.0	0.0	0.00086952833	0.0	0.0	0.0
CD38	3.344737	0.24467754	0.034200713	0.08142193	0.6647787	0.36798173	0.07982398	0.0	0.6735825	1.2212331
ZDHHC6	0.7159186	0.28789744	0.937798	0.69966185	1.8353007	0.8124485	0.7075788	0.7573235	0.8356726	1.9321443
NEFH	0.0	0.29782227	0.072251886	0.011643797	0.18185923	0.0	0.03938129	0.2183266	0.0065297903	0.010727939
PGBD5	0.0	0.0	0.0	0.010564734	0.0	0.21775088	0.0014053698	0.0	0.026734482	0.7438311
CTDSP2	0.6339509	1.126533	1.3444424	1.4342088	1.069717	0.48810288	0.35242334	1.8343656	0.88800293	1.741164
ZNF257	0.0	0.0	0.038418673	0.05341431	0.01261963	0.09959667	0.051327385	0.027927851	0.020358171	0.023897346
RMND5B	0.4233231	0.0	0.16021577	0.6118219	0.21373695	0.2258233	0.084286965	0.0	0.23913258	0.89162254
CCNY	0.015236668	0.0	0.5194204	0.22312355	0.77428555	0.10491942	0.1488537	0.23699144	0.23435293	0.4202424
EXOSC7	0.16280596	1.1545342	1.3823428	0.72571087	2.4303522	0.2656724	0.44439146	0.5904508	1.8971822	3.6379528
C11orf88	0.0	0.0	0.015181516	0.0	0.0	0.0	0.007904643	0.0	0.0	0.010359252
ROR2	0.020835744	0.0	0.0	0.36006734	0.061628595	0.0	0.0004732636	0.0	0.11122684	0.5333144
LOC338758	0.45948547	0.18731034	0.32546675	0.19582424	1.0906512	0.21736	0.20482016	0.5632533	0.09647115	0.52036464
MAOA	0.008815924	0.0	0.85692275	0.62562585	0.0	0.008833156	0.002961684	0.53170913	0.8444244	1.4736717
TNNT3	0.021339737	0.0	0.0	0.27548397	0.0	0.0	0.025331324	9.069861	0.057712704	0.052019358
GYPC	2.2808812	0.706976	1.919339	1.2333897	1.0679811	0.5805204	1.4885936	0.8595479	0.18496874	0.2148594
MIR3120	0.0	0.0	0.0	0.03399626	0.0	0.0	0.0	0.0	0.0	0.0
AP4B1-AS1	0.7072705	0.80966985	0.84464204	0.8028133	0.66792667	1.0206012	1.4715425	0.7076001	1.1651958	0.632396
RNF4	1.3102279	2.090827	1.7867422	1.2271618	2.6030657	1.2958453	1.2304392	0.9236698	1.2119682	2.5187304
EMC1	0.6712585	0.6392683	0.9088494	1.0994141	0.80493927	0.7935442	0.9836031	1.2196639	1.3503325	1.9411978
F8A1	0.039423592	0.30880663	0.1805179	0.058933746	0.24421424	0.0	0.045025792	0.0	0.13151857	0.36294752
HDAC7	0.3522228	0.21559222	1.9913443	0.7884563	0.8162922	0.13856216	0.38886446	0.47890085	0.3623192	0.77055156
PLEKHG4	0.0	0.0	0.07206297	0.15176556	0.20108566	0.29491094	0.059285343	0.0	0.17148067	0.9154857
GRB2	3.2180092	4.3085203	2.6566973	1.6539425	5.1417804	3.2337606	2.631509	1.5367413	2.5866196	3.4199865
LINC00597	0.0	0.0	0.11476449	0.0041640103	0.0	0.0	0.01410008	0.0	0.029100522	0.005684561
AGPHD1	0.0	0.0	0.076288134	0.15181096	0.0	0.0	0.014015165	0.0	0.06468999	0.13046709
HIST1H2AD	0.0347502	0.07899189	0.05465377	0.004682708	0.0	0.0	0.023408035	0.0	0.090805836	0.18991101
DUS3L	0.5347648	0.9085084	1.0868043	0.66292095	2.0639296	1.053103	0.63068557	0.7315609	1.0285121	1.97169
EIF1	7.2130594	7.1508784	6.985831	7.4794364	6.218067	6.386095	6.49235	7.3794785	6.065598	6.8866763
FPGT	0.13290529	0.0	0.39643508	0.23921706	0.3619949	0.2533948	0.083488114	0.0	0.31934413	0.8426831
CHST15	1.558499	0.0	0.9489684	0.34872228	0.590455	0.21222392	0.028277684	0.122075886	0.5808896	0.87184143
GPN2	0.3212023	0.6427777	0.41227305	0.34712595	0.43279693	0.17304607	0.2214078	0.0	0.43166614	1.2928246
GDF10	0.0	0.0	0.26537737	0.49231496	0.061862458	0.0059130806	0.0	0.0	0.040682744	0.0044847596
COQ9	0.10177753	0.37517366	1.1663859	0.67543364	0.960026	0.5236867	0.23956177	3.3093967	0.9276673	2.4884317
TRAPPC9	0.6722096	0.22630303	0.494975	0.30812788	0.4078548	0.35277796	0.27174887	0.7332035	0.27304468	0.7820613
DKFZP434I0714	0.0	0.0	0.11597049	0.07346386	0.15057804	0.08882998	0.017018564	0.0	0.07111013	0.1714675
GCC2	0.7472602	1.6010125	1.4147367	0.9872237	1.1643126	0.9222468	1.4003222	0.7221258	1.117953	1.4053936
RARRES3	0.60391235	0.66239744	0.6354698	1.1532849	0.9676118	0.6949044	0.852827	2.8961442	1.3396636	1.8986343
PLXNA1	0.14093119	0.0	0.14925839	0.42738074	0.52918494	0.14516026	0.0456833	0.40032297	0.66138536	1.6270297
KIAA0100	0.59740776	1.0776733	0.97703356	0.5422218	1.2539262	0.45342734	0.3040849	0.8182404	0.48473594	1.2925184
PMF1	1.3797225	1.448081	2.6349156	1.1855218	2.5892649	2.0423474	1.8474189	1.296919	1.8094773	3.5368698
FNDC1	0.0	0.0	0.0	0.3410288	0.0	0.0	0.00034002564	0.0	0.012969387	0.010270563
HS2ST1	0.23011607	0.0	0.3702155	0.32920662	0.46289176	0.65407264	0.065211326	0.13182783	0.13139355	0.3659082
CRELD2	3.4197915	0.0	1.2110894	0.7410242	2.1596084	0.8715506	0.60928136	0.2821319	0.7962922	2.3396337
CD82	0.8177152	1.3182603	1.4642348	2.0907738	2.4058561	5.666574	3.255814	2.8148782	3.0697827	3.38328
C8G	0.0	0.0	0.020878306	0.0043399855	0.0	0.30051565	0.010351181	0.12155549	0.047331862	0.011126558
SPINK14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005811342
PIRT	0.0	0.0	0.0	0.002730116	0.0	0.005368584	0.0009820237	0.0	0.0	0.0025502427
MMP16	0.0	0.0	0.17599732	0.098596804	0.0	0.0	0.0005584897	0.0	0.011154313	0.0031981058
LOC100133091	0.097064875	0.30418345	0.08470106	0.1484626	0.0	0.11600809	0.07826634	0.4900415	0.13137646	0.29942483
PTP4A2	1.2976863	3.492149	1.4114798	1.1695813	2.4560544	1.4732366	1.2873521	1.7604675	1.1799594	1.6906104
OR4M2	0.0	0.0	0.0	0.0049434593	0.0	0.0	0.0	0.0	0.0	0.0029486408
C11orf73	0.68586844	1.765021	1.4079559	1.2542008	1.4098687	0.8509321	0.72753763	0.80832416	1.225132	2.659683
HPCA	0.0	0.0	0.0216423	0.0	0.042191427	0.0	0.0016149732	0.0	0.0	0.0064108614
SEC14L1	3.077156	1.9169941	2.6324039	0.5193582	2.4212713	0.33469257	1.3516195	0.7775001	0.8228762	0.9710155
METTL25	0.022863891	0.6490732	0.3139674	0.28084773	0.54810923	0.0	0.06738423	0.23744862	0.15685973	0.41116738
NME8	0.014651782	0.37776998	0.0	0.0033516854	0.20444423	0.15192217	0.0040816143	0.0	0.0	0.00912467
EMILIN1	0.016815871	0.0	0.14583857	0.554888	0.31722412	0.078446366	0.0	0.0	0.032012638	0.02157022
CHFR	0.66835207	0.6146344	0.9715431	0.45980716	1.4595082	0.16580766	0.61943835	0.5723543	0.3990487	1.063545
NDUFS4	0.8400695	1.328772	1.4772003	1.5248003	2.6479077	1.0799664	0.25139228	2.1534364	1.5549608	4.176039
TP53TG3C	0.0818908	0.0	0.0	0.008897345	0.0	0.0	0.0020532338	0.0	0.031123428	0.29065895
COL18A1	0.0	0.0	2.027856	2.0134647	0.25030044	0.7410026	0.051426537	0.0	0.81194264	0.9706571
PDZD3	0.0	0.0	0.0	0.0073263887	0.0	0.0	0.00868351	0.0	0.0	0.004170449
FAXC	0.049970884	0.0	0.013888887	0.010738478	0.041831348	0.0	0.0018617552	0.0	0.09598079	0.121572405
C9orf16	1.5784845	1.9257721	2.0382195	1.3652132	2.1691704	0.49201852	0.79605716	1.1825744	1.0492495	2.3759704
ERBB2IP	0.84720755	0.8635669	1.0628685	0.5168811	1.015191	0.53925717	0.7567979	0.39231187	0.86599755	1.094396
FUS	2.0441442	2.1252851	3.2796738	3.1989417	2.4855855	2.3914654	2.7380278	2.6867037	2.5799737	3.4028072
EMX2	0.0	0.0	0.006303738	0.2135091	0.0	0.0	0.0049314187	0.3296585	0.0280394	0.020177351
TF	0.0	0.0	0.03133998	0.05355551	0.0	0.0	0.00073089416	0.0	1.0558795	0.045352347
CXorf56	1.315362	1.6311078	1.7016524	1.537294	1.8541104	1.5898395	2.0463686	1.480533	1.7949209	1.6569883
CLCN4	0.0	0.024630101	0.053885758	0.089305244	0.0	0.0	0.013013816	0.12134666	0.022968918	0.09305434
NPR1	0.0	0.5169736	1.6523173	0.055094793	0.0	0.0	0.0039655636	0.0	0.05846693	0.015985707
ELAC2	0.93567324	0.9587196	1.6870128	0.83508086	1.4935201	0.5744399	0.64857405	0.26624116	0.8547726	2.5696929
ASS1	0.29204488	0.09324412	1.1736135	0.9346426	0.0	0.15644297	0.06634517	0.5347094	1.188552	2.131348
USP42	0.31120336	0.6945275	0.29851845	0.38657877	0.5323531	0.22277631	0.31320596	0.20144063	0.416286	0.5934308
EMC8	0.6244981	0.9574383	0.9885577	0.43618932	1.0138484	0.2385714	0.32252094	0.07797886	0.5580394	2.0621696
SEC23IP	0.47120762	1.5346104	0.80539465	0.6004768	0.61793095	0.50121474	0.45340294	0.66781944	0.729284	1.0856783
POLR2J	1.238925	0.8486945	2.1753972	1.8038124	3.0862417	0.91409516	0.950487	3.1014376	1.9401972	3.4469202
UQCRC1	2.3927844	1.7379775	2.915242	3.1099293	5.2548766	2.0042582	1.5314261	5.741739	3.9425945	6.2199187
LOC729603	0.8591788	0.71773064	1.1051884	0.75934905	1.1944408	0.95981884	1.4883292	0.48928553	1.2315613	0.7870128
ERVV-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005244818
POLG	0.3594108	1.546262	0.88648206	0.51900226	1.121638	0.9077638	0.6797251	0.68404305	0.6462038	1.3242472
ADAM23	0.0	0.0	0.08519585	0.035078634	0.0	0.0	0.0	0.30893666	0.15026167	1.0743959
TFR2	0.0	0.0	0.0	0.008024942	0.0	0.018222852	0.01771841	0.0	0.04400473	0.072714664
RICTOR	0.80147344	0.43642	0.750617	0.79672825	0.77043176	0.27510273	0.48369125	0.34115157	0.6336864	1.1594768
GRXCR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057769786	0.0027729433
FLJ42709	0.05128565	0.0	0.23458256	0.3530485	0.02595395	0.039874617	0.06600531	0.038036887	0.123388946	0.23725319
IDO2	0.0	2.6763499	0.0	0.0	0.07342862	0.0	0.0	0.0	0.0028350062	0.013485395
HLA-J	1.4563919	1.3833466	1.7663999	1.3625468	1.5932217	1.5167893	1.8044738	0.9699249	1.2477193	1.1205639
