	B cell	Dendritic	Endothelial	Fibroblast	Macrophage	Mast	T cell	myocyte	other	tumor
SALL1	0.0	0.0	0.0	0.021219404	0.0	0.0	0.001008925	0.0	0.0	0.010450339
GGT3P	0.0	0.0	0.0	0.0059798295	0.0	0.0	0.05342113	0.0	0.035102002	0.05585315
CADM4	0.06743389	0.0	0.027754787	0.017851926	0.0	0.0	0.0	0.0	0.1669555	0.14893202
RPS18	7.0704975	6.5834584	7.4683986	6.881231	7.6036158	6.1483893	5.5368752	7.466983	6.885387	8.166394
SLC10A7	0.5221357	0.118507035	0.4646544	0.18696629	0.5381339	0.44190022	0.18037274	0.57103944	0.24934717	0.46205515
OR2K2	0.0	0.0	0.0	0.008712832	0.0	0.0	0.0	0.0	0.0	0.004107801
BRIX1	0.37510338	0.067612715	1.6605749	0.90944237	0.6697549	1.0783614	0.463068	1.1222734	1.4829099	4.204968
LMAN1	3.1974611	0.0	1.967469	1.2722485	0.8953329	0.74947053	0.6069031	1.7832116	1.3781478	2.557715
CHD8	0.27474093	0.4747726	0.84194994	0.5699031	0.68892556	0.36587283	0.46156895	0.088794135	0.5064453	1.0332525
SUMO1	1.5576566	3.21319	3.5957642	2.2884345	3.8946116	2.1490064	2.0384617	2.4634523	2.856131	5.340819
MIR941-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01146128
GP1BA	0.023587551	0.0	0.006582718	0.044269506	0.0	0.0	0.04202881	0.0	0.15066305	0.0272384
BSN-AS2	0.42287117	0.50955105	0.48306754	0.45158136	0.32818365	0.48077798	0.866479	0.5310006	0.8447395	0.3341205
BOLA3-AS1	0.39334643	0.71977633	0.59190065	0.560959	0.59451437	0.8062299	0.8893852	0.59275824	0.80076253	0.4634106
UQCR11	2.771634	3.4643464	3.3376188	2.4293258	4.003043	2.9989114	2.0475018	4.2636905	3.110439	4.1536036
DDB1	1.103622	0.33559144	1.9635363	1.3880192	2.3513443	2.4434063	0.9045164	1.915559	1.5098959	3.4667714
MYO9B	0.6933141	0.9461536	0.41957182	0.46052486	1.1712993	0.5827123	0.50523853	0.3398037	0.36173278	0.4504463
MMP7	0.03587026	0.0	0.046321984	0.13985838	0.39925477	0.0	0.0073210187	0.0	0.7885436	0.3764147
CRNKL1	0.6345031	0.0	0.75963134	0.45611483	0.8748933	0.1097167	0.47414717	1.0381091	0.5415582	1.2876015
XAB2	0.32187364	0.5367137	0.762617	0.6054343	0.9251384	0.73089486	0.4388392	0.668635	0.6070094	1.04538
RTN1	0.0	0.0	0.033008438	0.0145798605	0.56094843	0.0	0.0	0.0	0.0	0.02998033
KLHL14	0.14162236	0.0	0.04879415	0.0	0.0	0.0	0.0	0.0	0.00889972	0.005309852
ADAM21P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0014554358	0.0	0.0	0.007258783
TBX10	0.0	0.0	0.0	0.0015055041	0.0	0.0	0.0	0.0	0.0	0.002758896
ZBTB12	0.0	0.0	0.0	0.0073441714	0.0	0.0	0.029102439	0.0	0.051401213	0.027356846
UTY	0.26819107	0.23133443	0.4349526	0.32822794	0.30292973	0.24261096	0.44015473	0.25119692	0.48291284	0.2689465
CENPQ	0.0	0.0	0.12593138	0.11690948	0.22612262	0.0	0.060500503	0.0	0.1353513	0.5433077
DTNBP1	0.36217836	0.5632455	0.69268507	0.33213896	1.7192978	1.2640699	0.40119737	0.0	0.34500834	0.44498584
KBTBD8	0.6229868	0.21391338	0.03433312	0.080405466	1.5769414	0.16227931	0.29592094	0.2884624	0.09148363	0.067512505
ZEB1	0.530285	2.1093574	2.4943397	1.3074759	0.5186819	0.11645782	0.7651528	0.6438814	0.16146544	0.70892423
ZG16	0.20931686	0.106400646	0.14532985	0.16596802	0.07014268	0.18850715	0.35612583	0.0	0.33162758	0.098212525
PRKAG2-AS1	0.10456368	0.35092655	0.024002621	0.05372285	2.0566304	0.0	0.08210039	0.0	0.17684641	0.14347081
FAT4	0.004840365	0.0	0.6224001	0.4467318	0.15436703	0.0	0.00015646183	0.19147594	0.0320629	0.018047627
LOC100216546	0.7785662	0.05249999	0.2698935	0.274854	0.18005088	0.331558	0.433383	0.1429783	0.37833637	0.16313
MIER1	1.0561712	1.1559079	2.213831	2.171461	2.456122	2.2516737	2.1188242	1.3188078	1.784814	2.2463117
CHD9	1.1633191	0.72737014	1.9025098	1.255192	1.2479215	0.94220924	0.37582517	1.4989381	1.286725	1.9542562
STK16	0.30761167	0.0	0.16321903	0.18949288	0.3848395	0.06330011	0.124645054	0.2678605	0.17080237	0.42483956
TOB2	0.8169781	1.1104542	1.3706206	1.8832699	2.0819967	1.5298698	1.4922379	1.8553624	1.2514391	1.6340889
INIP	0.86767066	0.9561354	1.4183401	1.0502244	1.7845321	1.202237	1.7923019	0.96559876	1.926251	1.9232459
BANK1	0.54875404	0.038784992	0.04413714	0.0	0.3001129	0.0	0.055802368	0.0	0.06669125	0.09190314
OR2V2	0.0	0.0	0.053737596	0.0026645588	0.0	0.0	0.0	0.0	0.0	0.0011825188
SFTA2	0.0	0.0	0.032232825	0.0	0.0	0.0	0.0	0.0	0.0	0.009507526
GRM2	0.0	0.0	0.13256851	0.014207686	0.0	0.0	0.020003054	0.0	0.0	0.018583057
PROSC	0.5060513	0.81292963	1.2154185	0.8060344	1.9550363	0.94696033	0.48610696	1.3905711	1.1591759	2.1670916
SPIN2B	0.115502276	0.05923776	0.9339439	0.2799506	0.0	0.24111092	0.12813728	0.4013042	0.16719937	0.53230655
PIR	0.090366244	0.0	0.6253002	0.18969011	0.0	0.0	0.0024337876	0.0	0.42464972	2.1380737
IPO9	0.8074234	0.93221337	1.1223706	1.3561882	1.3838067	0.5584194	1.0740346	1.187624	1.421024	2.3348048
FLJ26850	0.0	0.0	0.0	0.0013882869	0.0	0.0	0.011246199	0.0	0.0	0.0064651477
EVC	0.00781917	0.027391069	0.08921349	0.35949838	0.13851592	0.012755872	0.029783728	0.0	0.114364505	0.33791843
CXCL13	0.0	0.0	0.0	0.09477658	0.0	0.0	1.059752	0.0	0.19557786	0.109809496
KIAA1199	0.0	0.017823597	0.14250937	0.09228059	0.0	0.0	0.0095736245	0.0	0.1538101	0.160911
EHHADH-AS1	0.030797854	0.0	0.07061307	0.060852833	0.0	0.031246984	0.048213817	0.0	0.029446097	0.015657652
SORL1	0.0	0.0	0.0	0.17862849	1.4786667	0.18888992	0.91974527	0.012428108	0.79331577	1.52777
NAT10	0.22663924	0.69238096	0.70687646	0.46690226	0.37217274	0.12566808	0.2882307	0.7303461	0.62239355	1.9212581
CHD1	0.99647063	1.7088344	1.8836954	1.7011406	2.912582	1.3914164	2.1723948	1.5292225	1.3011642	1.347467
SYN3	0.0	0.0	0.029037857	0.0066771973	0.0	0.0	0.0	0.0	0.03115837	0.02943793
SLC22A2	0.0	0.0	0.0	0.019981947	0.0	0.0	0.0	0.0	0.0	0.0010693608
SERPINF1	0.13334526	1.8982238	0.2564055	4.4416566	3.6312199	0.33996734	0.021866985	6.827505	1.1893624	1.0087081
WDR34	0.1205635	0.0	0.84107035	0.6842747	0.36681452	0.33537948	0.14476338	0.90493894	1.2105093	2.5850627
POTED	0.0	0.0	0.0	0.0030409552	0.0	0.0	0.0013616943	0.0	0.01893209	0.010759429
EPT1	0.28931433	0.03734463	0.29145673	0.23321867	0.75777435	0.15081029	0.3498763	0.2698649	0.7058829	1.7180762
LHB	0.0	0.23707539	0.048754945	0.004742312	0.0	0.0	0.008657755	0.0	0.0	0.08745754
TAOK3	0.17605975	2.7909882	0.8922422	0.76620656	2.0413573	2.815938	0.97735524	0.3755946	0.79213417	1.3149832
STK25	0.23397084	1.2492633	1.543032	0.76641726	1.3040508	0.44037148	0.35434988	2.6364334	0.8582797	2.1447053
CDC25B	0.32717523	0.0	1.0466582	0.5293784	0.8713028	0.21569768	0.4423633	0.368088	0.49378148	1.5280765
BMP3	0.044259124	0.05598481	0.067942314	0.06816639	0.056471404	0.052351724	0.17737333	0.10477247	0.37591273	0.07816787
TMEM180	0.099233635	0.4435972	0.43432507	0.27365348	1.2743435	0.29563287	0.4375541	0.0	0.5391311	0.5333792
MAP1LC3C	1.7805754	1.8716232	1.7762487	1.7742677	1.6274775	1.834292	2.681332	1.4519832	2.1653717	1.2224402
MIR564	0.0	0.0	0.0	0.018239347	0.0	0.0	0.0	0.0	0.04636391	0.02847829
POU3F1	0.091360904	0.0	0.0	0.03535517	0.0	0.08230566	0.066039555	0.0	0.19910331	0.24850912
HIGD1B	0.0	0.16064595	0.080241136	0.5533576	0.0	0.06746855	0.07742761	0.0	0.023476817	0.07097544
USP6NL	0.26926666	0.0	0.47032383	0.11503928	0.26947334	0.07231597	0.009197335	0.0	0.21995148	0.5322791
LINC00460	0.0	0.0	0.05409973	0.00239446	0.0	0.0	0.0	0.0	0.04848911	0.06551188
ABCD4	0.45346197	0.71434075	3.0181868	0.6140689	0.6250809	0.6166164	0.6475737	0.0	0.99084646	1.4679147
C11orf93	0.24163644	0.0	0.0	0.16183005	0.0	0.0	0.009721448	0.0	0.105617784	0.34456366
TEK	0.0	0.0	2.6233602	0.01721882	0.0	0.0	0.0022616521	0.0	0.057251602	0.03718487
SLC25A46	1.2947322	1.0064057	0.9013334	0.6547775	0.8565697	0.37567994	0.4515397	1.4159902	0.70452625	1.2926061
LARP7	0.6116832	1.5780038	1.5770528	1.0035322	1.2491705	0.62450194	0.79954666	0.8201722	1.3597703	2.5531335
CD160	0.0	0.0	0.024141913	0.028114712	0.0	0.0	0.06194622	0.0	0.005557436	0.010244952
MT1JP	0.0	0.0	0.051875964	0.49614263	0.0	0.0	0.021368977	0.16262297	0.088069074	0.11468807
PHF20	0.35737288	1.1011919	0.88650054	0.8421399	2.2364116	2.1079998	0.9396198	0.2685453	0.931231	1.3153741
CPNE4	0.0	0.2527576	0.0	0.0	0.0	0.0	0.0	0.0	0.025985673	0.09399755
HNF1A-AS1	1.1030818	1.3870534	1.1350971	1.1839144	0.84242576	1.4018351	1.9101174	1.7859432	1.6826549	0.90214676
GTPBP1	1.4571582	2.2819164	0.98470956	0.82071084	2.279429	0.7489371	0.9935984	1.2662739	0.75511396	1.1415645
RAB33B	1.063538	0.6387387	0.8786882	1.0477693	0.90215194	0.68277067	1.1934221	0.45451394	1.0977091	1.2171133
GLUD1P7	0.9528215	1.0139209	1.0084541	0.9835236	1.4747531	0.92170733	1.5753728	0.652983	1.3330405	0.8547044
ALDOC	0.67052037	1.0813099	0.30749422	0.35130575	1.3427503	0.25445908	0.42208272	0.3390587	0.3193345	1.8072926
ZNF212	0.12317431	0.61422765	0.072278306	0.17076832	0.11787616	0.108402215	0.23297624	0.0	0.13004056	0.8276312
NUDT1	0.20377842	1.0159507	0.19691016	0.3209605	0.7197576	0.58290184	0.25890374	0.0	0.71792907	2.627183
FAM170B-AS1	0.0	0.0	0.0	0.0044216504	0.0	0.0	0.0012873346	0.0	0.0	0.0
RFPL2	0.0	0.0	0.0	0.010397916	0.0	0.0	0.0055937315	0.0	0.0040166294	0.013080425
ZNF83	0.024731506	0.42290366	1.2620468	0.8095131	0.08379664	0.33118427	0.348401	0.39679235	0.5653207	0.5312606
IPW	0.11631606	0.0	0.24131863	0.19270676	0.0	0.024566794	0.06436629	0.094833024	0.16820362	0.059402734
MIR630	0.09792266	0.0	0.11307115	0.004870418	0.0	0.0	0.021220008	0.0	0.019011261	0.008435137
GDPD5	0.0	0.0	0.212064	0.08049743	0.51584834	0.101643264	0.16869308	0.31094193	0.06398546	0.05093648
PDCD4	2.2472622	1.7085747	3.4243834	1.3421193	2.078749	2.9902356	3.9571707	0.48568124	3.0176795	3.5888612
CEP350	0.4979102	2.9646015	0.52030474	0.4643295	0.9644634	0.33210942	0.39186355	0.62896985	0.27350804	0.6923684
OR10A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053789616	0.004499675
CST7	0.0	4.729742	0.0	0.012310909	1.575049	1.379071	2.7461264	0.0	0.0	0.009346832
SELL	0.20720905	0.31100175	0.92376107	0.04078592	2.4097233	0.0	2.3351433	0.0	0.048280556	0.17421426
CIAO1	1.5563207	2.2364135	2.1131053	1.7974067	1.4732856	1.7180059	1.9275423	2.4810324	2.2553334	2.691143
RNF223	0.0	0.0	0.0	0.0016090558	0.0	0.0	0.0	0.0	0.018721452	0.030240227
LTBP4	0.33757004	0.37689626	1.2984633	2.2898588	0.9161736	0.30462253	0.2700606	0.05676563	1.1152396	1.8138627
DCAF4L1	0.094525665	0.0	0.039191607	0.06090867	0.0	0.0	0.07773313	0.4577561	0.0038164044	0.19350724
SIRT6	0.0	0.3775699	0.64880604	0.24849522	0.47680634	0.4039718	0.23984444	0.24496049	0.28933024	0.81982803
CCL19	0.06083107	3.8228986	0.051027276	0.67127204	0.3852143	0.0	0.0027281814	0.0	0.07973909	0.019760141
PPIL1	0.33913103	0.0	0.2182008	0.22109172	0.29308006	0.1162949	0.122958876	0.3123307	0.45024395	1.6953418
GBP7	0.0	0.32837212	0.11180007	0.06688162	0.09471374	0.027372684	0.12993436	0.18877563	0.040844858	0.07431762
STK17A	0.35981354	0.21060924	0.55984473	0.24383043	0.28401202	0.13125777	0.87563217	0.25754294	0.7286412	1.1024548
OR9G1	0.0	0.0	0.0	0.001980154	0.0	0.0	0.011786447	0.0	0.0	0.001727184
ABR	0.009337956	1.5444957	0.99639034	1.0378135	2.1213963	0.34574243	0.37781328	0.23976469	0.406465	0.8656042
PCDHA13	0.0	0.0	0.0	0.012173854	0.0	0.0	0.0	0.0	0.0046112533	0.0072124526
FOXE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0005877713	0.0	0.2340637	1.1967335
SIAH3	0.0	0.0	0.037423655	0.012167774	0.0	0.031943396	0.025777724	0.0	0.072942704	0.036242586
RIMBP3B	0.0	0.0	0.0	0.010281841	0.052260093	0.0	0.0013777015	0.0	0.01420003	0.03479258
GML	0.0	0.0	0.030314382	0.0060241725	0.0	0.0	0.021018302	0.0	0.0	0.0
CNGA3	0.0	0.0	0.0	0.0063947667	0.0	0.0	0.0	0.0	0.0	0.0
CD38	3.4367592	0.2599699	0.051135045	0.09209379	0.7096943	0.47101662	0.08688486	0.0	0.78921187	1.2473966
ZDHHC6	0.77360547	0.30589104	0.6821492	0.71783274	2.0469038	1.0038669	0.6991021	0.8993217	0.99125046	1.9580225
NEFH	0.0	0.31643617	0.0	0.006121492	0.26672685	0.0	0.041983563	0.25926283	0.007977281	0.010470702
PGBD5	0.0	0.0	0.0	0.011483245	0.0	0.27872112	0.0015296829	0.0	0.013520375	0.77957916
CTDSP2	0.48694032	1.1969414	1.4968336	1.4237713	1.3212357	0.59893185	0.35049555	1.8926308	0.85098743	1.7171963
ZNF257	0.0	0.0	0.03353427	0.057011772	0.0	0.10289069	0.04551333	0.033164322	0.021531068	0.02659694
RMND5B	0.11163677	0.0	0.14921805	0.57415247	0.31348085	0.28905383	0.08131304	0.0	0.22034106	0.8793515
CCNY	0.021211833	0.0	0.4721768	0.22980298	0.9588738	0.12156564	0.15011685	0.28142732	0.24355042	0.4311372
EXOSC7	0.12196721	1.2266927	1.3022567	0.63494474	2.4540927	0.26912645	0.45151323	0.31926706	1.9825002	3.6752305
C11orf88	0.0	0.0	0.022698577	0.0	0.0	0.0	0.008603854	0.0	0.0	0.01196607
ROR2	0.0	0.0	0.0	0.33992594	0.09038861	0.0	0.0005151265	0.0	0.113860264	0.5158038
LOC338758	0.26018953	0.19901724	0.18727882	0.21678817	1.1395693	0.2782208	0.18965334	0.35084385	0.11095405	0.5388977
MAOA	0.0	0.0	1.0579582	0.6435953	0.0	0.0113064395	0.0023176612	0.63140464	0.83942264	1.5279773
TNNT3	0.0	0.0	0.0	0.30103502	0.0	0.0	0.02168575	9.027017	0.059781898	0.042529806
GYPC	2.0689228	0.751162	2.1771564	1.1969588	1.503445	0.5159086	1.4915	1.0207131	0.17384985	0.21479955
MIR3120	0.0	0.0	0.0	0.045222934	0.0	0.0	0.0	0.0	0.0	0.0
AP4B1-AS1	0.5846261	0.8602742	0.79759336	0.81091255	0.6931363	0.9031399	1.4574776	0.84027517	1.2568084	0.63860834
RNF4	0.9931648	2.2215037	1.775716	1.1841594	2.895514	1.5073229	1.1724454	0.8329551	1.2253045	2.5499005
EMC1	0.58390224	0.59899056	1.0110443	1.0733143	0.98990786	0.83653545	0.9508897	0.9197355	1.3636972	1.9538246
F8A1	0.054883827	0.32810703	0.17225355	0.039508022	0.35818088	0.0	0.04900858	0.0	0.14736907	0.37585744
HDAC7	0.28102997	0.22906673	1.8030994	0.78755784	0.82706803	0.17735957	0.38682023	0.33687282	0.34223086	0.74455905
PLEKHG4	0.0	0.0	0.029608782	0.1535822	0.29492563	0.37748602	0.06452947	0.0	0.19584157	0.97195345
GRB2	3.2534957	4.224171	2.5141356	1.5812764	4.8896465	3.224706	2.6353047	1.4911585	2.78626	3.4855363
LINC00597	0.0	0.0	0.13110778	0.0	0.0	0.0	0.015347314	0.0	0.035551377	0.0034407983
AGPHD1	0.0	0.0	0.11406187	0.12635173	0.0	0.0	0.015254887	0.0	0.079030134	0.13884132
HIST1H2AD	0.04837773	0.08392888	0.08171535	0.0	0.0	0.0	0.02547861	0.0	0.08703068	0.18150134
DUS3L	0.5616499	0.9652902	0.92488754	0.632289	2.633551	1.2610192	0.60494727	0.67650926	1.0177691	1.9991553
EIF1	7.1366496	7.303836	7.225794	7.5058675	6.260456	6.464043	6.588309	7.300776	5.9270597	6.867075
FPGT	0.185025	0.0	0.44160047	0.20836362	0.53092587	0.20120528	0.08199253	0.0	0.30387452	0.8558334
CHST15	1.6246369	0.0	1.1176528	0.22835514	0.8660007	0.27164662	0.0213425	0.0	0.6577968	0.8577558
GPN2	0.13802446	0.6829513	0.416087	0.36867017	0.6347688	0.20952229	0.20249495	0.0	0.39878556	1.3120096
GDF10	0.0	0.0	0.39677784	0.54041046	0.090731606	0.0	0.0	0.0	0.022171326	0.0056380634
COQ9	0.10433565	0.398622	1.0310706	0.62744427	1.4080381	0.670319	0.21580592	3.1799717	0.89198875	2.534147
TRAPPC9	0.8333516	0.24044697	0.62208235	0.31077042	0.5762333	0.40687552	0.27535516	0.8706791	0.3133471	0.7636319
DKFZP434I0714	0.0	0.0	0.13574809	0.07496628	0.2208478	0.11370237	0.018523956	0.0	0.08687346	0.17427051
GCC2	0.5485415	1.7010758	1.433801	0.94859266	1.6955038	1.0959768	1.3384281	0.42475414	1.1439184	1.4428351
RARRES3	0.23535529	0.70379734	0.8146128	1.1018071	0.6350458	0.81975394	0.89936495	2.6172564	1.2680156	1.9136382
PLXNA1	0.08821527	0.0	0.1551732	0.37076318	0.77613795	0.18580514	0.049724247	0.30300128	0.71121067	1.5763468
KIAA0100	0.5548275	1.1450279	0.9130069	0.48314434	1.7410799	0.46318728	0.3025493	0.49168253	0.50951594	1.2667348
PMF1	1.7302476	1.5385861	2.772146	1.1297257	3.0222044	1.8983186	1.8623126	1.1155632	1.898759	3.6041906
FNDC1	0.0	0.0	0.0	0.3074574	0.0	0.0	0.00037010288	0.0	0.011762762	0.011068615
HS2ST1	0.22296567	0.0	0.4939642	0.28668153	0.67890793	0.5821664	0.060111053	0.0	0.10904928	0.36545798
CRELD2	3.5303266	0.0	0.9412496	0.6720446	2.7988055	0.850514	0.60205835	0.33503163	0.7947818	2.3255126
CD82	1.0203831	1.2913271	1.4229677	2.0196013	2.5002964	5.8918514	3.2258933	2.7163556	3.0502646	3.3826787
C8G	0.0	0.0	0.0	0.00577319	0.0	0.38466007	0.011266802	0.0	0.028810887	0.011432349
SPINK14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073057907
PIRT	0.0	0.0	0.0	0.0036316891	0.0	0.0068717874	0.0010688893	0.0	0.0	0.003206065
MMP16	0.0	0.0	0.20428373	0.097902544	0.0	0.0	0.0	0.0	0.013626943	0.003776421
LOC100133091	0.09127813	0.32319492	0.082678996	0.16400418	0.0	0.14849035	0.0773406	0.5819243	0.13215367	0.30520457
PTP4A2	1.183279	3.313709	1.2362409	1.0772929	2.540752	1.3239914	1.317434	1.7877997	1.1300035	1.7167957
OR4M2	0.0	0.0	0.0	0.0065759504	0.0	0.0	0.0	0.0	0.0	0.003706915
C11orf73	0.86572057	1.8753349	1.048183	1.1828524	1.7000299	0.9918885	0.7655982	0.3062585	1.3158382	2.7278483
HPCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0017578269	0.0	0.0	0.008059483
SEC14L1	2.9485817	2.0368063	2.7318664	0.46677393	2.636451	0.39960986	1.3577209	0.591631	0.84066707	0.95913005
METTL25	0.031830125	0.6896403	0.33171934	0.27291536	0.8038935	0.0	0.07334475	0.28197023	0.15724696	0.3927505
NME8	0.02039758	0.4013806	0.0	0.004458521	0.29985154	0.07361288	0.004442657	0.0	0.0	0.011027248
EMILIN1	0.0	0.0	0.2180499	0.54162234	0.46526203	0.10041135	0.0	0.0	0.014969515	0.026496468
CHFR	0.44350824	0.65304905	0.9133889	0.38800517	1.4554445	0.21223383	0.6019607	0.67967075	0.45027936	1.0763569
NDUFS4	0.92124957	1.4118202	1.7187114	1.4694695	3.0427425	1.0576459	0.24704726	2.1548204	1.5592281	4.2352786
TP53TG3C	0.0	0.0	0.0	0.011835538	0.0	0.0	0.0022348543	0.0	0.038022712	0.3004119
COL18A1	0.0	0.0	1.910461	2.011782	0.3671073	0.73007613	0.05407603	0.0	0.9188152	0.9834729
PDZD3	0.0	0.0	0.0	0.009745801	0.0	0.0	0.009451617	0.0	0.0	0.0032089923
FAXC	0.06956731	0.0	0.020765908	0.014284672	0.061352644	0.0	0.0020264382	0.0	0.05365026	0.13266067
C9orf16	1.847744	1.639175	1.9943293	1.2712071	2.6213453	0.48749992	0.8075307	1.4043071	1.1467503	2.3864343
ERBB2IP	0.7782141	0.88011265	1.0907767	0.5067809	1.2488706	0.5597476	0.7683107	0.25698578	0.8829204	1.1055961
FUS	1.7837965	1.9654137	3.3555427	3.1581984	2.6615195	2.2719023	2.754983	2.4101944	2.5856657	3.3834782
EMX2	0.0	0.0	0.009425007	0.1991115	0.0	0.0	0.005367631	0.2020246	0.03425503	0.01786253
TF	0.0	0.0	0.009750414	0.053759556	0.0	0.0	0.000795546	0.0	1.0430217	0.046328187
CXorf56	1.3104036	1.5771772	1.6461841	1.5484282	1.9656444	1.608661	2.051785	1.5522193	1.8089138	1.6753523
CLCN4	0.0	0.026169483	0.080567054	0.10198149	0.0	0.0	0.00865861	0.14409916	0.02806055	0.09202995
NPR1	0.0	0.54928446	1.7328537	0.06700253	0.0	0.0	0.0043163407	0.0	0.047208674	0.014830802
ELAC2	0.64901674	1.0186396	1.3197057	0.7439053	1.5055869	0.66912997	0.6552627	0.3161614	0.868346	2.6638913
ASS1	0.1475906	0.099071875	1.3436013	0.9701423	0.0	0.054240033	0.057961024	0.3665424	1.0707334	2.124515
USP42	0.23422986	0.7379355	0.3324858	0.36942604	0.5859804	0.14997618	0.32981476	0.0	0.46703738	0.57307434
EMC8	0.49442968	1.0172782	1.1015408	0.42220777	0.99769974	0.3053714	0.3052892	0.09259989	0.52205026	2.0754354
SEC23IP	0.45220122	1.2858758	0.77243835	0.565252	0.9062987	0.48200196	0.44510326	0.57739025	0.75278574	1.0640671
POLR2J	1.1150869	0.60897034	2.0655334	1.7857223	3.148576	0.95491695	0.9605097	2.6892934	1.9460226	3.4586692
UQCRC1	1.8430637	1.8466011	2.6438954	2.927541	5.238224	2.1162152	1.5169647	5.541287	4.0177007	6.22777
LOC729603	0.9141752	0.7625888	1.0909054	0.76219183	1.3777945	0.8593852	1.4692702	0.53347605	1.3083434	0.7964376
ERVV-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038598557
POLG	0.3400812	1.6429034	0.8637848	0.4828237	1.3271754	0.96837753	0.692291	0.81230116	0.69018584	1.2842408
ADAM23	0.0	0.0	0.063233554	0.041351493	0.0	0.0	0.0	0.36686227	0.16773406	1.1238558
TFR2	0.0	0.0	0.0	0.006283263	0.0	0.02332525	0.019285707	0.0	0.05375947	0.07397888
RICTOR	0.78989047	0.46369624	0.7825304	0.7634995	1.1299666	0.32825297	0.4917798	0.34373844	0.6564112	1.1571512
GRXCR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705759	0.0019566987
FLJ42709	0.068487525	0.0	0.2570844	0.3046115	0.038065795	0.015540547	0.064533696	0.0	0.130723	0.24507888
IDO2	0.0	2.6492486	0.0	0.0	0.10769531	0.0	0.0	0.0	0.003463456	0.01095919
HLA-J	1.3917621	1.4698057	1.7781644	1.3225895	1.6454507	1.4898508	1.8221754	0.94910425	1.2960103	1.1399056
C19orf55	0.06790869	0.24745302	0.13097459	0.2129845	0.3970752	0.0	0.07019226	0.42844152	0.112990186	0.26570064
FONG	0.0	0.0	0.0	0.019893335	0.43982425	0.21331333	0.0	0.0	0.01961369	0.22492956
